step,episode,reward
688,89,-28.905063708916106
694,90,0.8094360357458075
701,91,-24.935886295699547
710,92,-7.593360079674866
719,93,-59.63725774452134
726,94,-23.48031031809196
734,95,7.94038717498421
740,96,-6.737927114665059
753,97,-26.04157785755857
760,98,-2.7796510332847078
767,99,7.542497660477777
771,100,14.071166899845876
775,101,-10.696579868487593
781,102,-37.750334082916474
792,103,3.3342610520905684
797,104,-13.5443144171146
801,105,-14.985553971789045
811,106,-8.601486160710026
815,107,9.128038893298232
822,108,6.585499724244502
831,109,0.5351088841564482
846,110,-73.42874511688953
859,111,-40.95287828087523
867,112,-37.03579579004503
877,113,-37.27383141525791
884,114,-59.18301765694629
892,115,-49.02384677957633
903,116,-36.59939729443475
919,117,-35.53837480373102
925,118,-37.983712743890294
930,119,-13.11850911906866
934,120,14.072343150246397
940,121,4.507532827907062
946,122,-11.951951959957801
952,123,1.5785470255410594
956,124,-18.01159461047836
965,125,-5.62188244879586
971,126,5.458796002014903
976,127,4.330071161517713
984,128,-9.832915638877807
991,129,6.998855500463916
1004,130,-34.01593451856324
1009,131,-33.28400418383153
1015,132,-16.665983964955174
1021,133,14.289894728676032
1029,134,13.40376542042054
1034,135,-24.9655504819105
1046,136,-27.031397091913902
1061,137,-28.222190940886627
1066,138,14.450144154811106
1076,139,-52.27985657399701
1084,140,-21.967739425024654
1098,141,-38.20965251952277
1107,142,9.031779488794388
1115,143,14.703707301365363
1120,144,5.395592088062695
1126,145,4.995216277622006
1131,146,-19.678596058899945
1136,147,15.44382691253096
1140,148,-25.477161841875947
1146,149,-46.214268399185656
1155,150,-8.419346004389295
1165,151,-83.15924630145597
1171,152,-7.816933695399081
1176,153,10.920254643332148
1181,154,-2.0337235487333105
1187,155,-5.471142814840622
1194,156,-5.738071407938356
1200,157,-18.086393826388996
1204,158,2.4970122685687484
1218,159,-31.9671487561631
1222,160,9.902608016817885
1231,161,4.638446955352425
1239,162,10.146837546610232
1243,163,4.302252693007523
1252,164,-31.677977452592422
1258,165,12.004837487493782
1264,166,0.9709691104617804
1269,167,5.298793563199156
1276,168,11.92401782249421
1284,169,11.586666735484393
1289,170,10.779541667422547
1295,171,13.1255810454438
1300,172,-2.754428810899725
1306,173,7.968489257981708
1311,174,-6.780223003871495
1316,175,7.0325527469453135
1322,176,-8.351686539228588
1326,177,2.1976884364758136
1330,178,13.004241293225494
1336,179,7.298906723958076
1342,180,-1.8889936008500996
1347,181,14.868136751792232
1352,182,16.360506234313966
1356,183,4.365058956488036
1360,184,8.64489753342445
1364,185,6.054433365634037
1368,186,10.257784459743682
1374,187,7.936452924347437
1379,188,14.045690981303398
1384,189,10.18867615987034
1389,190,5.996997875738947
1393,191,10.990328616843428
1398,192,11.670853018289026
1403,193,17.642377476233964
1407,194,8.813040265126803
1412,195,11.274641652652548
1419,196,-4.989517427374873
1424,197,20.13472622847042
1428,198,4.303402074893713
1433,199,15.700013518352389
1438,200,10.337866852084025
1444,201,7.653371026464712
1450,202,6.94358352834094
1455,203,13.697708304471705
1459,204,6.098805864267702
1463,205,11.882934090048732
1468,206,12.368488883168657
1472,207,7.516612685953049
1477,208,-1.9144816171620027
1480,209,10.641733069323937
1484,210,5.964665969687147
1488,211,7.887720121998473
1493,212,7.721092301379733
1497,213,12.941142694128533
1501,214,11.619095975576355
1506,215,7.927491087645005
1510,216,4.376488073258183
1515,217,16.223031063416627
1519,218,10.429796178436499
1524,219,11.28534277083048
1528,220,1.7626353953842222
1533,221,14.981128754419164
1537,222,14.580094249838442
1541,223,8.559907357056641
1548,224,4.613352776696813
1552,225,11.829657053956316
1558,226,16.95515321327471
1564,227,7.529203972315001
1569,228,13.709405219050211
1574,229,11.924530752374991
1579,230,4.586221878621133
1583,231,13.059865214571893
1588,232,2.035102325945692
1593,233,16.127429658940677
1598,234,7.380517013853648
1602,235,14.704663971840304
1606,236,11.689515955236661
1611,237,11.145577661065373
1615,238,13.434002807336633
1619,239,14.641565815344546
1623,240,7.039046478334573
1628,241,0.9788480186858903
1633,242,7.369225462867899
1638,243,10.601580587912675
1644,244,0.9310672060366194
1649,245,6.470765950053729
1653,246,15.793817704861342
1659,247,15.754505278620357
1663,248,3.986618664684431
1667,249,9.504607882285903
1673,250,10.695132915957712
1678,251,7.464119876980288
1682,252,-2.8526090283743475
1686,253,3.8605124192807954
1691,254,9.275783998398872
1696,255,16.94252693088253
1701,256,16.897963711631334
1705,257,-17.210461380087036
1710,258,17.84346466320244
1714,259,10.645624676007019
1718,260,-4.141815319943096
1722,261,-7.488840957283175
1729,262,10.34645828586376
1734,263,11.878010279980934
1739,264,16.716836491653655
1745,265,17.321074445003262
1752,266,10.148441591721799
1756,267,9.224436213676906
1762,268,4.007599209535051
1766,269,15.65233647342078
1771,270,13.47841888782797
1775,271,6.648262852966571
1779,272,11.061661206935103
1785,273,18.363531460557706
1791,274,9.210907665053798
1795,275,-17.032634873074404
1799,276,-13.769143139261699
1807,277,19.383363106176656
1815,278,17.355620029716682
1821,279,-0.8954653372345902
1825,280,8.518778714700172
1835,281,10.98517753748272
1841,282,-38.41704980135094
1846,283,13.578847163072268
1850,284,13.226892009399801
1857,285,24.463386650696936
1861,286,14.15872790733965
1865,287,8.694346004384467
1870,288,20.370449632335188
1877,289,14.439551643471672
1882,290,17.843928724199408
1888,291,-0.07506063061409485
1892,292,3.078680571773106
1896,293,13.728317508890864
1901,294,3.3345420627836946
1906,295,11.393725311956068
1910,296,5.703277763071212
1915,297,17.66590663289901
1921,298,3.285916643719632
1929,299,9.583907197295787
1939,300,14.457823626079449
1943,301,10.608894581559067
1949,302,10.27651412974544
1954,303,10.081395821206684
1960,304,1.3866060449408217
1965,305,10.670008394964704
1974,306,4.073144034302022
1980,307,7.054996357977495
1987,308,1.821719735377279
1992,309,18.54996265977517
1999,310,12.609605978067535
2004,311,12.256938821959857
2010,312,12.780640004412591
2025,313,-0.6415539668184058
2030,314,11.346115177179701
2037,315,-9.71529018391311
2043,316,16.388704594451386
2051,317,15.938364658714072
2058,318,11.821404512251256
2066,319,25.794190983667505
2074,320,19.937208306737933
2081,321,8.41578638660037
2088,322,9.129866706869223
2093,323,2.869488886859587
2107,324,15.011421569339063
2113,325,17.029357398424704
2120,326,18.598030396923107
2126,327,17.965517646389333
2135,328,17.19537189602959
2142,329,4.479580251838729
2149,330,14.672738036908513
2156,331,3.690221363596782
2163,332,17.996202141174074
2167,333,10.419237111397111
2177,334,9.60055443159451
2181,335,-3.601038539412688
2191,336,0.3763559677509063
2197,337,7.911708874831453
2202,338,13.38136216725244
2208,339,15.754157756068906
2213,340,11.487033060985048
2220,341,8.595509528679266
2225,342,19.79103932059003
2230,343,12.588454415203866
2235,344,15.32630423932946
2240,345,10.943476130817595
2246,346,8.911741762693513
2251,347,14.389350510269335
2260,348,-29.16670660817166
2268,349,-1.3880700825361294
2274,350,20.78781935119689
2280,351,11.118661257556626
2289,352,5.292438810701325
2296,353,9.251210558547626
2303,354,16.121122078772945
2310,355,9.108510572900745
2318,356,-0.490063645230161
2329,357,16.397136924429113
2339,358,25.932440508398646
2348,359,17.60363077747002
2355,360,13.393341510834963
2362,361,15.462118294337873
2368,362,0.12199508928538982
2373,363,10.727427971973068
2377,364,-11.074172740657811
2384,365,12.478755750159637
2391,366,13.54541235855749
2396,367,17.549533626604628
2404,368,6.220381793945343
2409,369,8.33930441636872
2416,370,3.678949509128926
2424,371,6.793224094134285
2437,372,20.57467771192121
2444,373,24.849183501009207
2453,374,11.484999470021982
2458,375,13.956107940746705
2465,376,12.32970803005184
2473,377,4.687644785041638
2478,378,17.202035690929932
2484,379,12.403894312094465
2490,380,4.671115841354034
2496,381,16.545581487416683
2502,382,17.78038942738467
2507,383,8.009033157026579
2515,384,19.408722645240445
2523,385,9.780114023901344
2530,386,4.839768785125109
2537,387,10.46824309527726
2544,388,-30.2617177522325
2553,389,19.844882628094936
2568,390,2.8624155950993146
2577,391,-1.3717175162835762
2582,392,11.202011844576809
2587,393,9.694156197154548
2594,394,21.19942692836735
2606,395,23.76466074756463
2614,396,23.098884031710245
2628,397,1.3667747180741516
2635,398,12.834514986549
2642,399,15.430213189168489
2651,400,2.31812243498376
2658,401,3.9125325770280224
2667,402,16.475425361012295
2674,403,16.488240159748443
2683,404,29.54740191305619
2694,405,10.676952266319462
2702,406,-34.88064480943816
2719,407,7.848040606045988
2726,408,17.887334081408707
2746,409,-18.267551278399775
2757,410,-3.3362158047248185
2764,411,16.901934553798192
2783,412,18.91429682515906
2792,413,5.122657974520457
2805,414,-39.72527493464256
2817,415,-61.51011177919528
2830,416,18.308248613922864
2839,417,-5.386948472400491
2853,418,-54.28675945640049
2859,419,1.6915980670440005
2870,420,22.653483659887534
2878,421,8.795201402750088
2894,422,4.652973410788122
2907,423,-0.14403078924737045
2916,424,-26.917445195091037
2924,425,10.339461385715781
2939,426,-6.263411383984971
2953,427,5.181961814944885
2975,428,-57.94185866430595
2985,429,13.57119523493977
2997,430,0.9637103838347842
3005,431,6.683667845945042
3018,432,13.143966916750601
3027,433,14.090288475124158
3036,434,22.65550070843432
3048,435,10.795219342291823
3059,436,-3.6622643919071285
3068,437,14.557725917427812
3085,438,-4.62437698330926
3105,439,-1.1354523077629581
3114,440,15.677807142150593
3126,441,0.5951442610059949
3153,442,16.213722970539546
3165,443,-15.490657436114379
3176,444,-0.6911208530983888
3185,445,4.809549720006425
3194,446,14.378621210118784
3206,447,10.776947956360459
3220,448,4.394325188671683
3231,449,12.448682218951848
3244,450,13.139217170229358
3253,451,10.11355095129284
3262,452,13.256794205173275
3272,453,17.608237142443617
3279,454,15.048429971213801
3287,455,16.280732830053445
3313,456,-16.08500348377038
3321,457,19.87869863223339
3329,458,20.116185947466178
3358,459,-31.186177023822836
3374,460,-13.133453577501017
3381,461,15.850683501389835
3394,462,11.831935679374485
3404,463,19.267978937194524
3412,464,16.04987574294921
3443,465,-17.621930603911174
3450,466,18.296841427814773
3459,467,20.28610276597354
3472,468,6.334011127503123
3479,469,19.20592222508593
3498,470,-16.70284530210971
3513,471,0.03211836929636935
3523,472,13.872942960099193
3535,473,10.514083153781446
3549,474,-19.175289032806663
3566,475,-17.011754983154447
3599,476,-31.849352117328824
3614,477,2.01588096678885
3622,478,13.03283034016567
3634,479,2.5694092588083906
3642,480,-37.74731862861532
3662,481,-18.593375926070173
3673,482,-1.4955078379676303
3680,483,5.8376068280715065
3698,484,-39.77304548624305
3731,485,-12.994799518910838
3755,486,-47.403703309847664
3767,487,8.731488461642044
3780,488,-4.6838289355049785
3790,489,20.910697910307952
3800,490,15.20858614983267
3828,491,5.753071281435046
3837,492,6.2643593141245795
3852,493,17.340513132032253
3859,494,21.7957415212771
3875,495,-34.778876361177446
3885,496,22.152905936575884
3896,497,9.541861393078474
3906,498,7.948911643577321
3921,499,14.986411931549586
3935,500,-27.315826659702406
3945,501,-38.40871162154863
3952,502,19.240981741069398
3966,503,17.180042587536736
3977,504,5.790573591520087
3985,505,-2.187553890016
4006,506,-40.83062406420939
4017,507,11.975817725987334
4027,508,9.94212184098155
4049,509,13.567946041613212
4064,510,-17.2222665822168
4085,511,9.35466303855939
4102,512,15.038148602841673
4112,513,-9.338790047474532
4121,514,-12.481107026732515
4131,515,3.62760932891777
4148,516,-27.956066703420326
4161,517,22.298962762928287
4169,518,4.749359946980277
4180,519,-12.407547501252994
4191,520,15.70447306188143
4200,521,21.598461023038688
4208,522,-6.163646700545926
4219,523,20.1524311242273
4227,524,14.434210236130259
4242,525,-14.737143288097542
4255,526,10.47919497154033
4262,527,14.483145120592253
4270,528,18.979700182989603
4280,529,3.927449651190301
4289,530,20.660705862084953
4303,531,16.60304518029259
4314,532,21.847145024601176
4320,533,10.990733017561938
4336,534,4.065443921870921
4348,535,9.276205304935594
4356,536,10.353693914397928
4366,537,17.370937571216366
4376,538,13.123302603185856
4383,539,17.518013849947046
4396,540,13.836973342098997
4406,541,-3.2088265191164886
4417,542,6.800173727782898
4423,543,21.84303339410394
4437,544,-1.6251687575961125
4450,545,5.44853871608917
4462,546,17.68290770505357
4471,547,13.260020556190499
4484,548,20.394638283827902
4498,549,2.007692876907922
4516,550,13.628571829855579
4526,551,18.55216514603202
4535,552,14.733326841210868
4547,553,8.392455054190542
4561,554,4.203347358482091
4572,555,17.687704066146292
4578,556,17.059471108991964
4587,557,19.5479212726632
4601,558,-18.821047358885384
4616,559,24.361562941174626
4637,560,-38.83494011028624
4664,561,12.696945098693046
4683,562,-7.982278364171787
4689,563,12.061645551345531
4696,564,13.562838654968775
4706,565,17.030985851477638
4732,566,-27.749595374402013
4746,567,15.912805743157705
4754,568,7.920102493191591
4770,569,13.952541282191685
4779,570,1.9084149639808023
4791,571,14.044704278828911
4809,572,5.335437454153805
4818,573,16.330672249860754
4826,574,14.854427759600584
4841,575,14.220648701345455
4853,576,10.855459051441184
4866,577,-22.578904103578402
4875,578,19.683337972075883
4885,579,12.879405599190246
4894,580,10.145312972942389
4905,581,-19.136074141189592
4912,582,18.246789566568037
4922,583,14.11548978260036
4934,584,19.88860800560658
4944,585,9.47174487153039
4959,586,11.392982494932118
4967,587,20.41907657591232
4978,588,11.122775984987216
4987,589,12.173353422651369
4998,590,3.7959560725917916
5006,591,19.2984098984222
5016,592,12.655818199518713
5022,593,16.397227751134555
5031,594,19.086076106775764
5044,595,-0.6179905659090572
5056,596,16.642180165133126
5073,597,-17.09888121980656
5087,598,12.35454935638758
5102,599,10.811722004309443
5109,600,20.151432783840907
5119,601,5.602075185227619
5129,602,18.686639377045985
5142,603,19.914331592626496
5149,604,11.524624721504942
5155,605,16.88222740225177
5166,606,20.43757356686021
5176,607,17.463492133062957
5187,608,5.642632709581195
5208,609,-6.977602270396621
5215,610,18.47736072378939
5223,611,14.623583283537549
5232,612,4.107473567437609
5244,613,10.43998630901914
5251,614,18.947651776001816
5262,615,11.796054780693495
5267,616,16.18872620696063
5279,617,7.487010156080331
5292,618,20.159297209392985
5309,619,-1.5321085527470009
5320,620,7.759293803813568
5329,621,17.236280649594093
5345,622,22.746549875737507
5353,623,16.337738389968123
5360,624,17.112834740919315
5369,625,11.253131380370501
5376,626,17.05464355237779
5385,627,18.160811331496177
5393,628,23.722735382725396
5403,629,16.961461033208995
5417,630,14.551496103435017
5423,631,15.285195334044403
5429,632,7.8346662434505525
5437,633,14.197354015949253
5448,634,-0.604350194444911
5461,635,-5.193866246346557
5468,636,16.48296051200156
5474,637,11.923874036706753
5483,638,19.90091996535979
5492,639,11.38041371850787
5498,640,13.051811759725549
5504,641,18.654945769581623
5512,642,14.229775070963512
5525,643,15.303610260536832
5532,644,19.587284154973098
5537,645,12.833908612002702
5549,646,17.593625477357136
5556,647,10.488697257505635
5565,648,19.081885834175182
5575,649,17.5569906388502
5583,650,12.547128629769444
5599,651,11.936425779926353
5606,652,4.912651186496431
5614,653,-6.385087279065495
5623,654,18.338542983516934
5630,655,11.965482578850324
5642,656,-3.3875668224374387
5649,657,21.134309295720534
5655,658,8.224403926397114
5661,659,15.642239482953023
5673,660,-13.428465245783038
5681,661,15.597377521841135
5687,662,-10.896497008576219
5693,663,13.51761846206264
5702,664,2.406629494089136
5711,665,20.23085033614696
5720,666,9.740906675927832
5732,667,11.946459508952175
5743,668,19.60658441165473
5754,669,16.964186686842158
5764,670,-2.1148061033388625
5773,671,9.716779676518184
5786,672,6.8533021302911905
5796,673,7.943703563759932
5804,674,-6.058478795819442
5812,675,7.031214299697634
5824,676,-0.623048416874835
5834,677,18.002891197523542
5841,678,15.98116787291875
5849,679,22.420966822353485
5864,680,11.52481318069771
5873,681,17.321309280920733
5883,682,17.80050383887695
5892,683,10.055832899188358
5900,684,10.501098925955732
5908,685,20.064996045855466
5917,686,-8.973136481401705
5931,687,9.357857245759067
5939,688,13.173846208210007
5945,689,5.408000451538472
5955,690,-3.0901900854719635
5963,691,12.813022205298957
5973,692,23.410155903336907
5980,693,16.87005649546912
5987,694,20.01975312026914
5994,695,15.679536468629225
5999,696,12.38766074782551
6011,697,24.844829663821567
6022,698,14.070054300754554
6028,699,18.421584404359443
6035,700,21.274112419439618
6044,701,7.79189926950013
6050,702,15.898848770706515
6060,703,11.044014562971874
6067,704,17.210894174292932
6074,705,15.316340530491392
6082,706,18.048295772532992
6089,707,13.946298540084623
6097,708,11.591808021284645
6105,709,15.436519883930405
6113,710,21.078351994555526
6125,711,18.81363050809472
6133,712,17.83311893945254
6139,713,13.224061314106667
6148,714,20.153754243242503
6156,715,18.262763383364813
6164,716,24.549085277847276
6169,717,12.092243969634433
6176,718,21.29086755567438
6189,719,18.087141875046814
6198,720,5.692183774591493
6212,721,17.790197097960224
6219,722,20.8076515784978
6228,723,15.914242658379031
6235,724,3.200899508007116
6244,725,6.458735062199011
6254,726,10.64796406045426
6263,727,8.773038280238872
6274,728,19.63135521766992
6285,729,-4.2318045242244455
6292,730,8.658044585953403
6304,731,18.28318772070251
6313,732,-21.768016811570963
6322,733,4.173872903900756
6327,734,12.765103798808301
6334,735,19.84407102049132
6340,736,21.062008323212417
6347,737,8.669251782377465
6357,738,18.89346879930308
6364,739,12.569234595223278
6373,740,12.96453851742797
6382,741,15.167975777207774
6391,742,19.7505667303744
6405,743,11.949791502661416
6412,744,17.438529869227143
6423,745,22.58927503530097
6429,746,20.69007152023218
6438,747,16.216898967738793
6445,748,11.115725301584451
6452,749,10.284430187856595
6461,750,14.3472013275006
6471,751,20.109991620850405
6480,752,17.520083944971066
6486,753,19.410601782142756
6494,754,18.77010077872046
6500,755,20.336813743598007
6510,756,15.941723508059416
6520,757,14.069378407342217
6526,758,20.50707408355437
6532,759,12.057426187717997
6538,760,20.43167105757057
6545,761,19.07139885908893
6552,762,11.781368283143472
6560,763,10.539699358852172
6567,764,9.124926875336254
6575,765,16.35678292915854
6583,766,16.316434429136333
6594,767,14.534590482395146
6605,768,18.829725208783138
6612,769,17.233362595961186
6621,770,23.509202430109863
6629,771,6.4224526502903085
6640,772,19.80988824527897
6646,773,17.05909975866053
6650,774,9.935523909983104
6656,775,24.018315236324582
6663,776,11.25316624350799
6673,777,23.011418510294746
6682,778,20.807662631782577
6689,779,16.67450056260251
6697,780,10.928049832863422
6704,781,20.94040168236267
6712,782,16.99020653348521
6720,783,18.4420303498879
6726,784,22.421586492094438
6732,785,16.586510306507307
6739,786,21.217595486230586
6745,787,20.351743288654
6752,788,9.865038036398897
6759,789,16.63277554459186
6767,790,13.14920158963008
6778,791,25.770024188165635
6788,792,8.416611328009107
6794,793,17.618057553879346
6801,794,19.592777026909502
6807,795,17.79441903451322
6814,796,24.34360160849233
6823,797,23.49080835942438
6829,798,20.711494515809186
6837,799,19.88044112974441
6842,800,14.358989152466734
6849,801,12.873577857545452
6858,802,24.09462142821569
6866,803,13.779762937823056
6876,804,21.79513072161199
6884,805,26.115792944826993
6890,806,17.91720434424871
6898,807,12.109384985226203
6905,808,17.867779665710195
6913,809,25.627897241557598
6919,810,17.444981119933416
6924,811,18.4832477497094
6930,812,21.580707598244693
6938,813,-30.754567809422916
6945,814,-22.62823296302099
6951,815,23.74233870764216
6957,816,17.993125495161454
6964,817,21.611281561123945
6974,818,21.101550859332846
6980,819,11.36345911071232
6992,820,27.4207297862958
6997,821,17.713289231350544
7011,822,23.04132672177241
7018,823,21.862197790731884
7024,824,18.354065879635293
7031,825,11.923890726209263
7036,826,21.20855226455322
7043,827,17.552678594501256
7050,828,21.212229910299
7056,829,18.626062103794062
7062,830,23.12839499245738
7072,831,25.033845636005836
7082,832,22.54694288442482
7090,833,20.648866393062843
7097,834,21.653815116933213
7104,835,21.684157977213868
7111,836,24.810292365873778
7116,837,11.533401318604314
7123,838,24.62286742535193
7129,839,18.97273601030504
7136,840,16.348769909144842
7143,841,14.987257704623143
7151,842,21.16351494228612
7157,843,22.575569215036666
7162,844,17.45969558329541
7170,845,22.96156700566497
7176,846,12.868862780987579
7181,847,15.21493482715169
7187,848,22.1564275046022
7193,849,23.924866885457078
7203,850,4.457220875687586
7214,851,24.24887137464032
7221,852,24.150988162637802
7227,853,15.745035693890944
7234,854,14.942007886542681
7241,855,11.767697715841138
7248,856,25.2591363830648
7255,857,15.521464169026121
7265,858,12.70327126213191
7272,859,9.708703287514705
7280,860,25.564458857379265
7286,861,20.743721613833404
7293,862,18.416140158641582
7300,863,17.82985654768729
7306,864,16.406818614644468
7312,865,14.711429479050924
7320,866,10.012734612089842
7326,867,19.313108061533022
7332,868,21.013853222078044
7339,869,22.972613841841646
7345,870,20.100119821621142
7352,871,22.81357813188415
7359,872,9.445767336279665
7365,873,19.86599001216944
7371,874,20.011384838210134
7376,875,9.537256418384063
7385,876,18.754548882775172
7393,877,19.03473731780745
7400,878,18.134983338602744
7408,879,19.35648949932132
7416,880,18.502988643584263
7421,881,14.820313942791088
7426,882,8.314920361874492
7434,883,19.450496376493003
7444,884,9.70495619671666
7451,885,24.97855728064821
7458,886,19.15459512060757
7466,887,24.212414775525055
7474,888,17.48335555036439
7482,889,19.272055266314702
7489,890,19.558453339390947
7500,891,9.131549688794346
7510,892,18.1957663081371
7516,893,18.203316498119705
7523,894,20.39483970707723
7530,895,21.4765215605221
7540,896,13.563848506626588
7547,897,19.38924882339276
7555,898,17.426010986630146
7562,899,22.45411560127458
7570,900,26.36567179720388
7577,901,21.02266632776984
7584,902,6.392180136209156
7591,903,23.37752739379015
7597,904,21.750205146536494
7606,905,25.472398807333626
7612,906,20.0277761976725
7619,907,22.143219906693602
7625,908,7.930393254248436
7633,909,16.62790333210325
7641,910,24.105908778063927
7648,911,18.757098344531574
7658,912,15.624205752911465
7664,913,18.48369823106164
7674,914,8.692660761339397
7683,915,17.40332645518344
7691,916,19.74097359685732
7702,917,13.21020731100818
7714,918,7.0212177273786125
7720,919,17.796744753093463
7728,920,23.28186125888471
7735,921,13.12743863725066
7740,922,15.251094781724227
7750,923,17.958703110601196
7760,924,16.57939570663462
7769,925,-12.723266362691628
7777,926,20.179208966117734
7787,927,-8.207917285328442
7796,928,18.653512372588846
7804,929,24.019409183121116
7812,930,17.10392798886951
7819,931,21.110231618459668
7830,932,-37.55862020559297
7838,933,14.745327991764718
7846,934,20.236023320291125
7852,935,14.712586627521992
7857,936,16.895534057748847
7864,937,17.675310546814007
7870,938,11.683908924691146
7876,939,21.509616726338574
7883,940,18.57839751611475
7890,941,15.362596951876183
7896,942,23.153471677926287
7905,943,14.450630744188247
7913,944,13.983027834167942
7920,945,22.180970602423038
7926,946,14.481281214041863
7932,947,20.718354870692934
7939,948,16.14647822086178
7946,949,22.59220517361804
7953,950,22.207085495771192
7960,951,19.447373991887996
7966,952,17.85555877489675
7974,953,18.79613615343853
7980,954,17.601822854123576
7987,955,23.659662456848334
7993,956,16.848610800425487
7999,957,15.711377654667238
8006,958,23.600217223795802
8012,959,15.977916332154727
8018,960,20.801443290348658
8025,961,21.622679951041842
8031,962,15.445677891230604
8036,963,20.55664270121519
8041,964,21.359023053161874
8048,965,23.428999537198443
8055,966,22.023431434715846
8065,967,20.423119433284633
8073,968,15.191975113519934
8079,969,21.81563504203303
8085,970,20.70761659373865
8095,971,-1.2925337410143989
8101,972,21.102829291137077
8107,973,21.406553835534172
8113,974,17.66591995006598
8120,975,18.000892700297204
8126,976,23.783808637077954
8133,977,19.583026052098838
8140,978,17.241903680333923
8147,979,19.016070961320402
8153,980,11.694044717558963
8161,981,21.683714044661333
8167,982,14.48618084366148
8174,983,19.82005360396849
8181,984,14.192644257266243
8187,985,19.005812751875037
8193,986,11.410199930735082
8200,987,-3.096061308243618
8207,988,22.134038640705388
8214,989,20.876900888180646
8221,990,25.349611385818797
8227,991,15.545687962222809
8234,992,13.775704711394296
8241,993,19.405273648364567
8248,994,16.393761966683954
8254,995,19.551948310050484
8260,996,8.417728650280452
8266,997,10.904151773082637
8274,998,17.553338419559843
8282,999,15.338080796478895
8288,1000,23.215206833926253
8295,1001,22.303787317498664
8304,1002,11.437844598195108
8310,1003,20.965199052035835
8316,1004,18.433417855486212
8321,1005,17.41741672981628
8327,1006,19.03859236968832
8332,1007,21.073309918946777
8339,1008,20.591164689829277
8346,1009,20.738265108630337
8352,1010,20.3870087735688
8357,1011,11.68824135835397
8362,1012,19.702850432129623
8368,1013,3.969595884341114
8375,1014,20.39530642888319
8380,1015,18.37719732615801
8386,1016,17.079496850522556
8392,1017,16.436776251875173
8399,1018,8.92724154102055
8405,1019,16.982334596450745
8410,1020,17.341319965788273
8415,1021,11.081135689938158
8420,1022,13.136875131261846
8425,1023,12.511683369594376
8431,1024,19.617745399866664
8437,1025,19.658102109438893
8442,1026,13.26725397954666
8448,1027,20.1841395298163
8454,1028,25.19729932247565
8459,1029,4.891015780115146
8469,1030,17.693358349194796
8474,1031,13.051713001032628
8480,1032,17.2584731380406
8485,1033,19.003880785618993
8490,1034,18.449359283221227
8496,1035,21.20098774310742
8503,1036,19.97107844014913
8508,1037,18.538703967778716
8514,1038,19.273682546352212
8521,1039,25.87775139958797
8527,1040,22.242471246094528
8533,1041,19.778078171566378
8540,1042,18.3454716857919
8545,1043,19.17785132785521
8550,1044,20.064017417592726
8556,1045,24.607306573634695
8561,1046,18.249852868158985
8567,1047,20.7945645668095
8572,1048,15.0648776510202
8578,1049,16.540145618900347
8584,1050,21.79625730076574
8590,1051,18.719864013715522
8596,1052,1.4201543281497173
8602,1053,23.91587620418988
8609,1054,14.139710742422906
8614,1055,20.874943272707547
8620,1056,17.924909872390764
8625,1057,17.161386805743
8632,1058,16.643351014117776
8637,1059,0.2185914763761918
